sentence1	sentence2	gold_label
황갈색 정장을 입은 남자가 공중전화를 이용해 전화를 하고 있다.	수화기가 검은색이다.	neutral
몇몇 아이들이 줄넘기를 하고 있다.	몇몇 아이들은 줄넘기 대회를 위해 노력하고 있다.	neutral
몇몇 아이들이 줄넘기를 하고 있다.	어떤 아이들은 책을 읽고 있다.	contradiction
몇몇 아이들이 줄넘기를 하고 있다.	아이들이 줄넘기를 하고 있다.	entailment
흰 개의 엉덩이 냄새를 맡고 있는 커다란 황금 개	분수대에서 술을 마시는 개 두 마리.	contradiction
흰 개의 엉덩이 냄새를 맡고 있는 커다란 황금 개	한 쌍의 돌연변이들이 공원에서 인사를 주고받는다.	neutral
흰 개의 엉덩이 냄새를 맡고 있는 커다란 황금 개	두 마리의 동물이 서로를 알게 되었다.	entailment
갈색 벨트를 매고 있는 스모 레슬링 선수가 한판 승부차기에서 또 다른 레슬링 선수를 밀고 있다.	두 명의 킥복서가 체육관에서 운동한다.	contradiction
갈색 벨트를 매고 있는 스모 레슬링 선수가 한판 승부차기에서 또 다른 레슬링 선수를 밀고 있다.	한 스모레슬러는 다른 스모레슬러를 좋아하지 않는다.	neutral
갈색 벨트를 매고 있는 스모 레슬링 선수가 한판 승부차기에서 또 다른 레슬링 선수를 밀고 있다.	두 명의 스모 레슬링 선수가 시합에 참가한다.	entailment
주인이 지켜보는 동안 큰 개 두 마리가 다른 개를 맞이한다.	개들이 서로 만나다	entailment
주인이 지켜보는 동안 큰 개 두 마리가 다른 개를 맞이한다.	길 잃은 개들이 놀고 있다	contradiction
주인이 지켜보는 동안 큰 개 두 마리가 다른 개를 맞이한다.	개들은 그들만의 언어로 이야기한다	neutral
빨간색과 검은색 재킷을 입은 남자, 파란색 셔츠, 은색 목걸이를 많이 하고 청바지가 내려앉는 남자, 검은색 가죽 재킷에 노란색 브래지어, 분홍색 손가락 없는 장갑, 선글라스를 끼고 있는 여자를 확인한다.	한 소년이 장난감 트럭을 가지고 놀고 있다.	contradiction
빨간색과 검은색 재킷을 입은 남자, 파란색 셔츠, 은색 목걸이를 많이 하고 청바지가 내려앉는 남자, 검은색 가죽 재킷에 노란색 브래지어, 분홍색 손가락 없는 장갑, 선글라스를 끼고 있는 여자를 확인한다.	남자가 술집에서 여자를 감동시키려 하고 있다.	neutral
빨간색과 검은색 재킷을 입은 남자, 파란색 셔츠, 은색 목걸이를 많이 하고 청바지가 내려앉는 남자, 검은색 가죽 재킷에 노란색 브래지어, 분홍색 손가락 없는 장갑, 선글라스를 끼고 있는 여자를 확인한다.	한 남자가 많은 은 목걸이를 하고 있다.	entailment
녹색 스웨터와 선글라스를 쓴 여자가 웃고 있다.	파란 스웨터를 입은 여자가 울고 있다.	contradiction
녹색 스웨터와 선글라스를 쓴 여자가 웃고 있다.	녹색 스웨터를 입은 여자는 행복한 표정을 짓고 있다.	entailment
녹색 스웨터와 선글라스를 쓴 여자가 웃고 있다.	한 여자가 방금 복권에 당첨되어 웃고 있다.	neutral
검은 머리를 한 여자가 녹색 스웨터를 입고 있다.	여자가 탱크톱을 입고 있다.	contradiction
검은 머리를 한 여자가 녹색 스웨터를 입고 있다.	검은 머리를 한 여자가 스웨터를 입고 있다.	neutral
검은 머리를 한 여자가 녹색 스웨터를 입고 있다.	여자가 거기 있다.	entailment
공개모임에서 녹색 재킷을 입은 미소짓는 아가씨.	웃고 있는 행복한 여자	entailment
공개모임에서 녹색 재킷을 입은 미소짓는 아가씨.	해변에서 친구들과 수영복을 입은 여자	contradiction
공개모임에서 녹색 재킷을 입은 미소짓는 아가씨.	사무실 친구들과 모임을 즐기는 여자	neutral
녹색 재킷에 검은 선글라스를 쓴 여자가 군중 속에서 밖에 있다.	여자는 누구 근처에도 없다.	contradiction
녹색 재킷에 검은 선글라스를 쓴 여자가 군중 속에서 밖에 있다.	그 여자는 선글라스가 밝기 때문에 선글라스가 필요하다.	neutral
녹색 재킷에 검은 선글라스를 쓴 여자가 군중 속에서 밖에 있다.	여자가 밖에 있다.	entailment
머리에 선글라스를 쓰고 초록색 스웨터를 입은 아가씨가 카메라 밖에서 보고 있다.	한 여성이 화보 촬영에서 휴식을 취하고 있다.	neutral
머리에 선글라스를 쓰고 초록색 스웨터를 입은 아가씨가 카메라 밖에서 보고 있다.	여자가 녹색 스웨터를 입고 있다.	entailment
머리에 선글라스를 쓰고 초록색 스웨터를 입은 아가씨가 카메라 밖에서 보고 있다.	여자가 마룬 스웨터를 입고 있다.	contradiction
한 등산객이 눈 덮인 산비탈을 오르고 있다.	등산객이 오르고 있다	entailment
한 등산객이 눈 덮인 산비탈을 오르고 있다.	등산객은 피곤하다	neutral
한 등산객이 눈 덮인 산비탈을 오르고 있다.	등산객이 베이스캠프에 있다	contradiction
스노우기어를 입은 남자가 눈 덮인 협곡으로 뛰어든다.	남자가 야외에 있다.	entailment
스노우기어를 입은 남자가 눈 덮인 협곡으로 뛰어든다.	한 남자가 실내에서 핫초코를 마시고 있다.	contradiction
스노우기어를 입은 남자가 눈 덮인 협곡으로 뛰어든다.	한 남자가 콜로라도 산에서 스키를 타고 있다.	neutral
눈 덮인 산에서 다른 산으로 공중을 뛰어다니는 외로운 사람.	사람이 공중으로 뛰어오른다.	entailment
눈 덮인 산에서 다른 산으로 공중을 뛰어다니는 외로운 사람.	한 사람이 눈 속에 앉아 있다.	contradiction
눈 덮인 산에서 다른 산으로 공중을 뛰어다니는 외로운 사람.	한 사람이 얼마나 높이 뛰어오를 수 있는지 보기 위해 공중으로 뛰어든다.	neutral
반바지에 흰 옷을 입은 남자가 검은 난간으로 장식된 계단 바닥에 서 있다.	한 여자가 하얀 펜싱으로 누명을 쓴 사람을 기다리고 있다.	contradiction
반바지에 흰 옷을 입은 남자가 검은 난간으로 장식된 계단 바닥에 서 있다.	반바지를 입은 남자가 계단 아래에서 아내를 기다린다.	neutral
반바지에 흰 옷을 입은 남자가 검은 난간으로 장식된 계단 바닥에 서 있다.	한 남자가 계단 아래에 서 있다.	entailment
눈 속에서 속임수를 쓰는 남자.	남자가 있는 곳에는 눈이 없다	contradiction
눈 속에서 속임수를 쓰는 남자.	남자가 스노우보드를 타고 있다	neutral
눈 속에서 속임수를 쓰는 남자.	남자가 밖에 있다.	entailment
아시아인 두 명이 푸드코트의 파란 테이블에 앉아 있다.	두 사람이 함께 식사를 하고 있다.	neutral
아시아인 두 명이 푸드코트의 파란 테이블에 앉아 있다.	사람들이 선글라스를 사고 있다.	contradiction
아시아인 두 명이 푸드코트의 파란 테이블에 앉아 있다.	두 사람이 함께 앉아 있다.	entailment
강둑 근처에서 아이를 안고 있는 인도 부부.	한 커플이 아이를 안고 있다	entailment
강둑 근처에서 아이를 안고 있는 인도 부부.	한 커플이 집에서 아기와 자고 있다	contradiction
강둑 근처에서 아이를 안고 있는 인도 부부.	한 커플이 아기에게 자장가를 부르고 있다	neutral
축구를 하는 많은 사람들.	많은 사람들이 축구를 하고 있다	entailment
축구를 하는 많은 사람들.	사람들이 미식축구를 하고 있다	contradiction
축구를 하는 많은 사람들.	사람들이 골키퍼 없이 축구를 하고 있다	neutral
경기 중에 공중으로 뛰어오르는 축구선수.	경기 중에 경기장을 가로질러 비행하는 축구선수.	contradiction
경기 중에 공중으로 뛰어오르는 축구선수.	한 축구선수가 얼굴에 맞는 것을 피하기 위해 경기 중에 공중으로 뛰어든다.	neutral
경기 중에 공중으로 뛰어오르는 축구선수.	경기가 성사되는 동안 축구선수가 뛰어오른다.	entailment
빨간색과 검은색 유니폼을 입은 축구선수들의 샷온골 액션 사진.	축구 경기에서 결정적인 순간이 사진 속에 얼어붙었다.	neutral
빨간색과 검은색 유니폼을 입은 축구선수들의 샷온골 액션 사진.	하키 선수가 첫 해트트릭을 성공시키다	contradiction
빨간색과 검은색 유니폼을 입은 축구선수들의 샷온골 액션 사진.	선수는 페널티킥을 가지고 있다	entailment
붉은 팀이 골을 향해 공을 던졌고 흑인 팀은 공을 막으려고 했다.	그 팀들은 축구를 하고 있다.	neutral
붉은 팀이 골을 향해 공을 던졌고 흑인 팀은 공을 막으려고 했다.	빨간색과 검은색 팀이 게임을 하고 있다.	entailment
붉은 팀이 골을 향해 공을 던졌고 흑인 팀은 공을 막으려고 했다.	그 팀들은 파란색과 주황색으로 되어 있다.	contradiction
공중에 붉은 유니폼을 입은 선수와 공 공중에 떠 있는 축구 선수 6명.	사람들이 축구를 하고 있다.	entailment
공중에 붉은 유니폼을 입은 선수와 공 공중에 떠 있는 축구 선수 6명.	6명이 농구를 하고 있다.	contradiction
공중에 붉은 유니폼을 입은 선수와 공 공중에 떠 있는 축구 선수 6명.	한 팀은 빨간색, 다른 팀은 파란색이다.	neutral
스타 스팽글 마차에 미국적인 자부심을 보여주는 두 어린 아이들.	성인 두 명이 마가리타 한 묶음을 섞는다.	contradiction
스타 스팽글 마차에 미국적인 자부심을 보여주는 두 어린 아이들.	두 아이가 빨간 흰색과 파란색을 입은 마차를 타고 퍼레이드를 하고 있다.	neutral
스타 스팽글 마차에 미국적인 자부심을 보여주는 두 어린 아이들.	두 아이가 마차를 가지고 있다.	entailment
빨간 퀼트 조끼를 입은 젊은이가 노란 비키니 상의와 검은 재킷, 밝은 분홍색 손가락 없는 장갑을 낀 여자가 지나가는 것을 보면서 목에 여러 종류의 은색 펜던트를 전시하고 있다.	보석은 없다.	contradiction
빨간 퀼트 조끼를 입은 젊은이가 노란 비키니 상의와 검은 재킷, 밝은 분홍색 손가락 없는 장갑을 낀 여자가 지나가는 것을 보면서 목에 여러 종류의 은색 펜던트를 전시하고 있다.	누군가가 보석을 뒤지고 있다.	entailment
빨간 퀼트 조끼를 입은 젊은이가 노란 비키니 상의와 검은 재킷, 밝은 분홍색 손가락 없는 장갑을 낀 여자가 지나가는 것을 보면서 목에 여러 종류의 은색 펜던트를 전시하고 있다.	펜던트에는 긴 체인이 있다.	neutral
소녀가 나비에게 불고 있다.	소녀가 나비를 불었다.	entailment
소녀가 나비에게 불고 있다.	소녀는 나비 위에서 재채기를 한다.	contradiction
소녀가 나비에게 불고 있다.	그 소녀는 나비에게 키스를 한다.	neutral
한 노부부가 한 소년이 고개를 숙인 채 앉아 있는 테이블 옆에서 춤을 춘다.	한 젊은이가 머리를 탁자 위에 올려놓고 있다.	entailment
한 노부부가 한 소년이 고개를 숙인 채 앉아 있는 테이블 옆에서 춤을 춘다.	소년의 조부모님이 다가와 괜찮냐고 물었다.	neutral
한 노부부가 한 소년이 고개를 숙인 채 앉아 있는 테이블 옆에서 춤을 춘다.	한 젊은이가 북을 치고 있다.	contradiction
작은 소녀가 많은 큰 수박들 사이에 서 있습니다.	한 소녀가 서 있다	entailment
작은 소녀가 많은 큰 수박들 사이에 서 있습니다.	수박 근처에 한 소녀가 앉아 있다	contradiction
작은 소녀가 많은 큰 수박들 사이에 서 있습니다.	수박을 사는 것에 대해 생각하는 소녀가 서 있다.	neutral
반바지를 입은 남자가 근처 테이블에서 자는 동안 한 노부부가 주크 박스 앞에서 춤을 춘다.	반바지를 입은 남자가 테이블 근처에서 자는 동안 늙은 커플이 주크 박스 옆에서 춤을 춘다.	entailment
반바지를 입은 남자가 근처 테이블에서 자는 동안 한 노부부가 주크 박스 앞에서 춤을 춘다.	한 늙은 커플이 자고 있는 남자 옆에서 춤을 춘다.	neutral
반바지를 입은 남자가 근처 테이블에서 자는 동안 한 노부부가 주크 박스 앞에서 춤을 춘다.	두 마리의 고양이가 노래방을 부른다	contradiction
하얀 셔츠를 입고 춤을 추는 노인 부부와 테이블에 앉아 있는 젊은 남성.	그 커플은 오랫동안 사귀어 왔다.	neutral
하얀 셔츠를 입고 춤을 추는 노인 부부와 테이블에 앉아 있는 젊은 남성.	커플이 함께 춤을 추고 있다.	entailment
하얀 셔츠를 입고 춤을 추는 노인 부부와 테이블에 앉아 있는 젊은 남성.	그 커플은 수컷과 함께 앉아 있다.	contradiction
한 아이가 큰 더미에서 수박을 줍기 위해 몸을 굽힌다.	사람은 수박 근처에 있다.	entailment
한 아이가 큰 더미에서 수박을 줍기 위해 몸을 굽힌다.	한 소녀가 농부 시장에서 부모님과 함께 수박을 사고 있다.	neutral
한 아이가 큰 더미에서 수박을 줍기 위해 몸을 굽힌다.	한 여자가 봄에 정원에 수박 씨앗을 심고 혼자 있다.	contradiction
노란 드레스를 입은 작은 소녀가 커다란 수박 더미 근처에서 구부러진다.	그 소녀는 88세 미만이다.	entailment
노란 드레스를 입은 작은 소녀가 커다란 수박 더미 근처에서 구부러진다.	소녀는 혼자 침실에서 자고 있다.	contradiction
노란 드레스를 입은 작은 소녀가 커다란 수박 더미 근처에서 구부러진다.	소녀가 노란 신발을 신고 있다.	neutral
한 어린 소녀가 더미에서 수박을 줍고 있다.	한 소녀가 수박을 사고 있다.	neutral
한 어린 소녀가 더미에서 수박을 줍고 있다.	한 소녀가 오렌지를 집어 들고 있다.	contradiction
한 어린 소녀가 더미에서 수박을 줍고 있다.	한 소녀가 물건을 줍고 있다.	entailment
