sentence1	sentence2	gold_label
그들은 8,000피트(2,440m)의 고도에 도달하는 경치 좋은 고속도로인 월드 드라이브의 림에 의해 연결되어 있다.	세계 드라이브의 림은 해발 8,000피트에 이른다.	contradiction
두 개의 넓은 만은 자연 항구를 제공하고, 작은 해군 섬은 바로 앞바다에 자리잡고 있다.	10개의 넓은 만은 인공 항구를 제공하고, 큰 해군 섬은 단지 해안에 있다.	contradiction
에드먼드 모리스가 만든 온갖 허구의 등장인물들이 모든 연령대의 아이들과 놀기 위해 나오는 네덜란드 세계!	에드먼드 모리스(Edmund Morris)는 캐릭터로 구성된 곳이 모든 아이들과 함께 놀 수 있는 네덜란드 월드(Dutch World)라는 세상을 만들었다.	entailment
합병 논의가 네 가지 프로그램 사이에서 계속되었지만 2000년 3월에 두 가지 프로그램이 합병 계획에 찬성표를 던지지 않았기 때문에 이 계획은 인디애나, Inc.의 두 법률 서비스기구와 노스 웨스트 인디애나, Inc.의 법률 서비스로 진행되었습니다.	4 가지 프로그램 중 합병 논의가 계속되었고 2000년 3월에 2개의 프로그램이 투표하지 않았습니다.	entailment
그래서 우리는 무엇을 해야 할까? 칼이 물었다.	밥은 그들이 무엇을 해야 하는지 물었다.	contradiction
선도적인 상업 기업은 디자인 및 제조 리스크를 조기에 식별하고 제어하고 효과적으로 관리하기 때문에 제품 개발 프로세스에서보다 예측 가능한 결과를 달성했습니다.	바람직한 결과는 부분적으로 설계 위험을 조기에 식별함으로써 달성된다.	entailment
아니면, 다른 말로 하자면, 완전히 다른 것을 묻는 의미에서, 장소가 정말로 좋은 서점, 영화, 연극, 박물관, 음악, 요리, 그리고 에로틱하고 지적인 자유를 위한 기회를 제공하는 것이 정교함의 요구인가?	세련됨은 사람들에게 지적 자유가 없다는 것을 요구한다.	contradiction
어떻게 보면, 1세계 전투는 끝났다.	더 이상 한 단어의 전투는 없다.	entailment
"그래, 어쩌면 그렇지 않을지도 몰라." 휘팅턴이 으르렁거렸다.	휘팅턴은 으르렁거리며 "그래, 그리고 어쩌면 그렇지 않을지도 몰라"라고 말했다.	entailment
정말 좋은 생각인 것 같아	그것은 끔찍한 생각처럼 들린다	contradiction
그래, 이 남자도 그랬고 결국 리븐워스에 가게 됐지. 다행이야.	레이븐워스에 갔던 사람이 있었어요	entailment
게이 결혼 대화에서 데이비드 프럼의 주장의 요점은 지난 30년 동안 얼마나 심각하고 더 나쁜 결혼생활이 변했는지를 살펴보는 것으로 요약되는 것 같다.	게이 결혼 대화에서 데이비드 프럼의 주장의 요점은 지난 30년 동안 얼마나 심각하고 더 나쁜 결혼생활이 변했는지를 살펴보는 것으로 요약되는 것 같다.	entailment
교활한 사람들은 펜타곤에서 일한다.	펜타곤에는 여성스러운 도깨비들만이 일하고 있다.	contradiction
그리고 거기에는 요아쿰 카운티 텍사스의 역사가 있다.	거기에는 요아쿰 카운티의 역사라는 책이 없다.	contradiction
좋아, 내가 계속하게 해줄게	좋아, 내가 먼저 할게.	contradiction
현재 프로세스를 개선하는 방법에 대한 제안이 실행되었으며, 결과적으로 LSC는 보조금 신청에 기반한 신청자의 전달 시스템에 대한 대화를 시작하기 위해 2003년 기금에 대한 보조금 제안을 제출한 신청자에게 피드백 서한을 보낼 것입니다.	현 과정을 개선하는 방법에 대한 제안은 500건이 넘었다.	neutral
a) 그것이 사실인지 확인하려고 애쓰지 않고 몇 달 동안 대통령의 부인을 회피하라.	대통령은 잘못된 발언을 했다.	neutral
유람선들은 홍수등을 켜고, 파티는 시작된다.	크루즈선은 조명이 잘 켜진 파티의 주인이다.	entailment
직무 관련 사망률 위험이 대기 오염 관련 사망률 위험과 다른 여러 가지 방법이 있을 수 있지만, 가장 중요한 차이점은 직무 관련 위험이 자발적으로 발생하거나 일반적으로 그렇게 가정하는 반면, 대기 오염 관련 위험은 비자발적으로 발생한다는 것이다.	사람들은 직업과 관련된 위험을 통제할 수 없다.	contradiction
그리고 그것들은 코모 호수를 따라 있는 마을들일 뿐이다.	코모 호수 옆에 있는 마을들이야.	entailment
구운 감자나 뭐 그런 걸 먹고 있는 게 아니라면	오븐에서 요리된 감자를 먹고 있지 않다면 말이다.	entailment
그러나 이러한 상품권은 세입자들을 민간 부문 빈민가로 인도하면서 실제 통합을 미연에 방지하기 위해 가치가 급격히 제한되어 있는 보수주의자들이 선호하는 친절한 상품권일 수는 없다.	이 상품권들은 보수주의자들이 선호하는 타입이 아니다.	entailment
지금 텔레비전에서 볼 수 있는 이 모든 것들을 보고 10년 전에 우리가 이런 종류의 정보를 가지고 있지 않았다는 것을 읽을 수 있다는 것은 우리가 몰랐다는 것을 의미한다.	열흘 전에 우리는 새로운 TV를 얻었다.	contradiction
4월 30일 수요일, Ft에서 80마일 떨어진 페코스의 경찰.	페코스는 마을에서 580마일 떨어져 있다.	contradiction
그녀의 이름이 생각나지 않는다. 나는 그것을 내 혀끝에 바로 붙였고 헬렌에게 뭐라고 말할 수 없다.	나는 이름에 관해서는 건망증이 있다.	neutral
그 어느 때보다 유럽의 일부인 스페인은 1986년 유럽공동체(현재의 유럽연합)에 가입하여 경제 호황에 더욱 힘을 실어주었다.	스페인은 여전히 유럽연합 가입을 거부한다.	contradiction
Exhibit 8은 이 분석에 대한 회피된 건강 효과의 경제적 가치에 대한 추정치를 생성하기 위해 사용된 기본 WTP 값의 요약과 1999 달러로 조정된 이 값에 대한 기초에 대한 간략한 설명을 제공합니다.	추정치를 생성하는 데 사용되는 값은 사용할 수 없습니다.	contradiction
어쩌면 큐브릭이 모든 배우들에게 큰 그리스어나 베네치아 마스크를 씌웠다면 걸작만 만들었을지도 모른다.	큐브릭은 몇 가지 걸작을 만들었다.	entailment
기관들이 얼마나 잘 추구하고 있는지에 대한 의회의 의견과 업무	의회는 때때로 우리가 조사하는 기관의 진보를 원한다.	entailment
히브리 대학과 Hadassah Medical Center는 1925년부터 Scopus 산에 지어졌으며 영국의 통제하에 팔레스타인의 유대인 공동체의 자부심이 되었습니다.	하다사 메디컬 센터는 1925년 스코퍼스 산에 지어졌다.	entailment
존은 그들이 자신의 터널에서 무엇을 마주쳤는지 상상할 수 없었다.	존은 터널 아래에 무엇이 있는지 알 수 없었지만, 그는 생각이 있었다.	neutral
오늘날, 그 행동은 그랜드 운하의 서쪽 둑에 있는 식품 시장과 부티크에 있다.	식품 시장은 모두 운하의 동쪽 둑에 있다.	contradiction
그리고 내가 나중에 변호사에게 왜 그가 겪었던 다른 모든 문제를 제기하지 않았는지 물었을 때 정말 짜증나는 일이란 걸 알잖아. 그는 그것이 법원에 의해 금지되었다고 말했다.	재판을 받고 있는 그 남자는 이전에 많은 체포를 받았다.	neutral
보일러 제조업체의 연간 노동	주당 보일러 생산자 노동	contradiction
오늘은 작은 박물관이 있습니까?.	그것은 작은 박물관을 포함하고 있습니다.	entailment
누군가 배고프면 알죠?	만약 어떤 사람이 먹고 싶다면 당신은 그것을 이해한다.	entailment
그리고 (톰이 책의 오프닝 라인에서 궁금해 하는 것처럼) 우리 모두는 신의 꿈 중 하나에 나오는 인물인가?	책의 오프닝 라인에 반영된 톰의 마지막 생각은 우리가 신의 꿈의 일부가 될 수 있다는 것이었다.	neutral
내 말은 그들이 그렇다는 거야.하지만 나는 그것을 그렇게 부르지 않아	나는 내가 원하는 대로 그들에게 라벨을 붙인다.	contradiction
그리고 나는 해결책이 무엇인지 모르겠다	나는 무엇을 해야 할지 완벽하게 알고 있다.	contradiction
TI 사람들이 한 게 아니었던가?	그것은 TI 사람들이 한 것이 아니다.	entailment
지난 27년 동안, LSC는 수백만 명의 저소득층 시민들이 중요하고, 때로는 생명을 위협하는 시민 법률 문제를 해결하는 것을 도왔다.	지난 27년 동안 LSC는 정부의 자금 지원을 받았다.	neutral
그래, 그래, 우리는 좋은 얼음을 많이 가지고 있지 않았지만, 별로 고마워하지 않아.	얼음이 너무 많지는 않았지만, 몇 개 있었다.	entailment
천재의 특이함.	따분해지는 특이함.	contradiction
마스터 차지	아무도 통제하지 못한다.	contradiction
클린턴은 승무원들에게 보여주기 위해 그것을 갤리선으로 가져왔다.	클린턴은 비행기를 타본 적이 없다.	contradiction
이 법은 CFO법에 따라 명명된 24개 부서 및 기관에 대한 감사인이 기관의 재무제표에 대한 연례 감사의 일환으로, 기관이 연방 금융 관리 시스템 요건, 적용 가능한 연방 회계 기준 및 거래 수준에서 SGL을 실질적으로 준수하는지 여부를 요구하고 있다.	그 행위는 어떤 감사인도 필요로 하지 않는다.	contradiction
또한 재무부는 부서에 잘못된 복리후생 상과 청구인의 사기로 인한 비정규 지출 사례를 공개할 것을 요구한다.	부서들은 전형적으로 복리후생 수여에서 실수를 공개하는 것을 꺼린다.	neutral
그들은 예루살렘의 첫 번째 라틴 왕국 기간 동안 많은 인상적인 교회를 지었지만, 1187년에 그들은 위대한 전사 살라딘의 이슬람 군대에 의해 쫓겨났다.	살라딘은 1187년에 위대한 무슬림 전사였다.	entailment
하지만 많은 여성들은 나처럼 축구에 대한 지식만큼 지식이 있다.	나는 많은 축구 지식을 가지고 있다.	neutral
그래, 내가 그걸 할 수 있었으면 좋겠어.	나는 그것이 매우 흥미롭다고 생각하지 않고, 나 스스로 그것을 하려고 시도하고 싶지 않다.	contradiction
경제적 불확실성의 시기에 불가피할 수도 있는 가끔의 긴장에도 불구하고, 오늘날 프랑스 사람들은 프랑스의 서인도 제도와 이전의 식민지인 '알제리, 튀니지, 모로코'에서 온 이민자들이 국가 문화를 풍요롭게 하고 그 나라의 요리에 향신료를 더한다는 것을 점점 더 인식하게 된다.	프랑스 사람들은 점점 더 일부 이민자들이 국가 문화를 인식하고 그 나라의 요리에 향신료를 첨가한다는 것을 인식한다.	entailment
최근 몇 년 동안, 그 사무실은 월별로 주 및 연방 기금을 받았는데, 한 연방 관리는 이를 자금 조달에 한 발짝 부족하다고 말했다.	그 사무실은 주와 연방 기금을 받는다.	entailment
마지막으로, 분석 보고서는 제603조제(c)항에서 요구하는 바와 같이, 위원회가 가능한 한 부담을 줄였으며, 국민이 신속하고 효율적인 방법으로 새로운 서비스의 혜택을 받을 수 있도록 하기 위해 유지되는 규제 부담이 필요하다고 보고한다.	위원회는 직원들의 부담을 줄였다.	neutral
나는 당신이 사랑하는 남편에게 한 말을 용서하기가 힘들었지만, 나는 노파다. 그리고 당신의 애정을 매우 좋아한다, 에밀리 잉글소프 79 그것은 그것을 면밀히 조사한 배심원들에게 넘겨졌다.	나는 너를 많이 좋아하는 할머니야.	entailment
팀, 이 난국에 휘말리지 말았어야 했는데, 지금은 어쩔 수 없어...	팀은 바보였고 그들을 이 난장판으로 만들었다.	neutral
그리고 나는 그 책을 가지고 있었고 너무 오랫동안 읽지 않아서 요전 날 내가 그 영화를 볼 수 있는지 보기 위해 그것을 읽었다.	나는 영화를 보는 것보다 책을 읽는 것이 더 즐거웠다.	neutral
선라이더는 그의 어머니가 누구인지 알고 싶어하고, 힉먼은 블리스가 어떻게 선라이더가 되었는지 알고 싶어한다.	선라이더는 그의 어머니의 정체를 알고 있다.	contradiction
당신은 항구를 통해 나룻배를 타고, 기발한 플로버 코브 저수지를 지나 바다에서 넓은 입구를 댐핑하고 배수하여 전용된 물 유역 지역을 지나갈 수 있다.	배를 타고 항구를 통과할 수는 없다.	contradiction
오, 정말 그래? 그들은 사람들이 긍정적으로 돌아오거나 즉시 해고할 경우 상담하는 정책을 가지고 있니?	나는 그들이 긍정적으로 들어오는 사람들을 해고한다고 들었다.	contradiction
